Q05682
Q02747
Q13627
P08183
Q16666
P51530
Q9Y3Q8
P30968
Q92731
Q8TBB5
Q03001
Q06278
Q12918
O95477
O00483
P46934
P12259
P23763
P01732
P13500
Q92752
Q9H461
Q01844
P81133
O00499
Q8TCB0
Q9NRX3
P43405
Q13326
P20472
P22626
P54727
P35523
Q96CC6
P06731
Q13510
P09603
P41597
Q2M2I8
P41222
P02655
P10321
P56177
Q6SZW1
P41252
P19793
P35410
Q06124
Q8WV28
Q8IZQ1
Q15935
P56179
P21912
P53539
P31645
Q08209
Q13740
Q8N3J5
Q9H0N5
O95760
Q16566
Q9Y2E8
Q15084
Q15022
O60885
O15118
Q12959
P01350
P28827
Q8TCY5
P19438
Q8IU54
Q15058
Q15078
O75582
Q16790
P15559
P50213
P51168
Q7L5A8
P01588
P20823
A1Z1Q3
P21554
Q13201
Q14416
Q99698
Q14191
P50914
Q8IVU3
Q01628
Q99720
Q9P0L0
O00482
P32418
P35638
A4D126
O00253
O15503
P31270
Q9UDW1
P06493
Q9H0T7
Q8N183
P43626
A6NFN3
O95178
P20711
Q05193
P61160
Q9UKG1
P50135
P98088
O95944
P35318
P22301
Q15813
P49368
Q96HD9
P53396
Q9BZB8
P42679
Q9UKV3
Q96M32
Q99496
Q14242
P80297
Q9NVI7
P06400
P20718
P09172
P31785
Q93009
O76036
Q93084
Q9UBS5
Q9NRS6
O75689
Q8N7B1
P07737
P21580
P00390
Q92915
P29376
O96008
Q15046
O15178
Q9NRK6
P50416
P84022
P28906
P06858
P40227
Q14526
Q96DE0
P07948
P36021
Q8N3T6
P42773
P20749
P61224
O14980
P58166
P05154
P20023
P15169
Q16520
Q496J9
P30988
Q96HR9
Q99523
Q9NP97
P50613
P0DMV9
Q86WG3
P02656
O95169
P01112
P49682
P33121
Q13586
P26583
Q05707
Q04917
P23526
Q14435
Q6NYC1
P05452
Q9HC23
P16473
O14836
Q16853
Q9UJV9
P01375
Q99598
O60282
P01906
Q9Y5Y4
P11912
Q13765
Q96PU4
P00492
Q13402
P01127
P61158
P04792
P49841
Q9GZP0
Q00987
P55287
P28074
Q86SJ2
P06703
O00230
Q96P31
P61601
Q16585
Q14627
P01106
Q13496
Q15796
P54687
P51608
P41143
O75521
P45984
P10635
P22362
Q14831
P31948
O75533
O43548
Q9Y2D5
P20592
Q9NZL4
P29466
P29218
Q14114
P15260
O14672
P45973
P40879
P15502
P17252
Q9UM73
Q13291
P11215
P78417
P17900
O95971
Q9NRU3
P14778
P11309
Q9H228
O43490
Q9Y281
Q96SJ8
Q4LE39
Q9H1C4
Q06710
Q8IVS2
P21810
Q9H0M0
Q53EL6
Q13422
Q14894
O95831
P14598
Q9NWB7
Q8IZD9
Q9H8Y8
Q86UP2
Q06323
Q9NRR4
P20248
Q04609
Q01668
P26022
Q6ZUJ4
Q8WVM7
Q9H0E7
Q02078
P62318
Q00722
P09914
O00574
P07225
Q8N0W4
Q15910
Q07869
Q13127
P09488
Q9H706
Q96BN8
O14746
Q02818
P19784
Q96PY6
Q8TAK6
P35080
Q99497
Q13219
P52803
P01562
Q53F39
P06734
P09912
P11142
O95140
Q13133
Q8IVH8
P12314
P57678
Q6P6C2
Q13115
P02795
Q9Y512
Q16623
Q8WY21
P52294
Q5VUG0
Q9BY41
P56545
Q05655
Q7L8A9
Q9BPZ7
Q86UL8
Q12887
P08069
Q494W8
Q9BXR5
Q9H611
Q01085
P57764
P29972
O43272
Q96RR1
Q8IXI2
P22304
Q6ZQW0
P54277
O14788
Q9P032
Q9H9S0
Q6IQ20
Q96HP0
Q13231
P32926
Q9UL15
P11532
Q06520
P41240
O15550
P08397
O95970
P20333
P01589
P04216
Q16880
Q9HCG7
O60565
P22736
O14929
O43155
O75787
Q9UN76
P21589
P16109
P09919
P27930
P53805
Q96J66
Q99873
Q96E52
Q14576
Q8TE67
P20062
Q92804
O60925
Q96NX9
P23771
P18074
P68400
P51677
P24385
P17509
P17661
P02652
Q13087
Q8TEK3
Q9H3S4
P17600
Q16478
P59901
Q9P0L2
Q15147
P48061
P60953
P06729
P02786
O95198
Q00613
O15269
P36222
P55036
Q9NXL6
P61964
P41161
P07197
P03372
P51884
O60269
Q969L2
Q9UK17
O15217
P16150
P16949
Q7L0J3
Q9UEF7
P56199
Q9H1Y3
P07476
Q07108
Q14542
Q93038
Q9UKP4
P18075
P10242
Q13535
P14770
Q8WU08
Q6B0I6
P49798
Q16720
P10809
Q92956
P04234
P23975
P02792
O60500
Q86UE4
Q99665
Q6UX72
Q5VWI1
Q08345
Q9Y697
Q9UNM6
Q9Y623
Q6QHF9
P37840
P14550
Q9BY67
Q9BVC4
Q9NR56
Q96QS1
Q8N423
Q6GTX8
O95613
P31997
Q9Y6W8
P12644
Q03403
O60285
Q14134
P52569
P48995
O00186
P34130
Q96JB1
P49863
Q9NPJ8
P55263
O60260
Q02318
Q8IZ57
Q86VY4
Q96C19
Q9NR61
P82650
P04141
P21860
Q9ULJ6
P02533
Q9BYU1
P19429
Q8NFM7
Q9UQM7
Q16581
Q7Z408
O75083
O96019
O15540
P17174
O00206
Q9BXW9
Q99626
Q92896
Q9NXV6
Q9UMQ6
Q8N668
Q96RD7
P11473
Q9Y4W6
O14686
P46781
O00268
P56817
Q5T7W7
P20339
Q12857
P08684
P29017
Q9UNI6
P43628
Q8N143
Q13886
P07305
Q14957
Q6WN34
Q15818
P49917
Q09428
Q92796
P02774
Q99638
O75781
Q86VB7
Q8NFD2
Q9H172
P32929
Q7LG56
O94986
O00300
Q14642
O95479
P08575
Q9Y6H1
P36888
Q6ZT89
O95391
Q14940
P25024
Q6ZMJ4
P22897
O00567
P61086
Q8IUX4
P50553
P52907
P55786
Q92598
O14531
P45974
P34810
Q9NQX1
Q5VX71
P08559
Q07699
Q96RJ0
Q9H4L4
Q9NWT1
P48307
Q96Q05
P47972
Q9BXU9
P08047
Q9UNQ0
P56693
P08709
P40189
P07550
O00628
O95619
P26717
Q9Y375
B2RBV5
P43246
P41594
P57053
Q96PQ0
Q66GS9
P21549
Q9UKV5
P42226
Q14654
P02766
Q6P1J6
Q9P0M4
Q13555
Q06830
P43403
Q9UQF2
Q9P2D1
P14210
P07237
P28067
Q92908
Q12768
P35637
P42568
P02794
Q04637
P61586
P51965
Q13241
P19801
Q99808
P46782
Q8N2M8
P15173
Q9Y2G1
O60880
O95782
Q9H9B1
P31040
P24394
P00966
O96028
Q9BXK1
Q16611
Q16543
Q9Y5Q5
P11150
Q14247
O94972
O94966
Q8N720
O43677
P28300
Q92905
O15151
P42356
Q9UBK8
P10600
P23511
Q13451
Q9UBR2
Q16656
P54829
P31641
P29353
Q13319
P0CG40
Q9GZX6
P14780
P11047
O75106
P78527
O75128
P19634
P04732
Q9HCT0
Q9Y2L1
P04114
Q15389
P22314
Q9H2X6
Q15744
Q9H2Y9
Q5R372
Q9BV57
Q9NWZ3
P48200
P42262
P36941
Q9NPF0
Q5JS54
Q13950
O43920
P08253
Q7Z333
Q96HS1
P42772
Q5TA89
Q96PE5
P78325
P30291
P01210
Q9P0K8
Q9Y6M9
P17706
Q9Y272
Q14596
P14867
P43699
P52954
P02751
Q13049
P41226
P19484
Q15257
O95167
P35453
Q6ZVN8
P04637
Q86UE6
P21145
O94925
Q9Y478
Q9Y490
P01282
Q9Y2T1
Q9BZD2
Q9UI10
Q99490
Q99467
Q9UBL0
P48735
P12270
Q96D09
P02771
Q12805
P21918
Q9BTA0
Q8NI99
Q12840
P80162
P22079
Q8WXI8
Q6ZNE5
P31260
Q9Y3R4
Q99828
Q9Y233
O60637
Q14676
Q9BU40
P46821
Q9Y2D1
Q96AH0
Q9H3R0
Q06413
P28356
Q6YN16
Q9Y6N7
Q9P1W9
P55061
Q86SK9
O60934
Q14515
P41732
P56470
Q8WW43
Q8TAC9
Q01650
Q12952
P27986
Q9HD40
Q13200
O00194
P20719
O15020
P01213
Q9NPF7
Q7LC44
P49792
P62256
Q9GZQ8
Q9NY91
Q9Y6X0
Q8TAF3
P69891
P61371
P51449
P01266
O95168
P0C0S8
O75899
P37198
P09543
P36897
P26038
Q9Y2G2
P02768
Q5VWK5
Q13077
O00501
Q12791
Q15149
P43630
Q00653
P52630
O75144
P21397
Q92499
Q6UWP2
O95365
P13232
Q1MSJ5
O43524
Q9BQ51
Q86Y07
P51532
Q8IUH4
Q16821
P61626
Q15561
Q7L5Y9
P49768
P10826
P35609
P01903
O60307
Q9H2F3
Q8TCU5
P56704
P07919
O95865
Q16288
P54803
P35237
Q16718
Q70SY1
P35367
Q99527
Q96E93
Q08828
O75385
P02818
P49788
P02649
P55285
P54764
O94760
Q7Z4F1
P10144
Q14524
P29279
P60709
Q6R327
P25021
Q15154
O94817
P51648
P30049
O75496
Q30154
Q92989
P78504
P07202
P52594
O00559
P15018
P02647
P35499
P04839
P35556
Q9Y385
Q01201
P61289
A7MD48
P06702
Q8WU20
P07384
P55316
Q13099
P06744
O95409
Q8WW12
P13533
O95990
P19022
Q15652
P05164
Q8NBJ9
Q9H7V2
Q13546
P84098
P25874
P35658
Q9BZS1
Q8TCS8
Q9Y4E8
Q86TE4
P30793
P99999
Q9NZQ7
Q96D96
P57075
P09341
P48169
Q04864
O76024
O43497
P29074
P55058
Q6R6M4
Q9UBD9
P15515
Q9NS28
O60235
O43462
Q99933
Q5VT52
O60488
Q7LDG7
P15172
P13611
O75807
Q14203
Q13702
O14775
P27544
Q9C0G6
O60341
P42768
P51692
P35346
Q07912
O75116
O14645
P01270
P54750
Q9H1Y0
Q02446
P62736
Q9ULX6
Q96L73
P35232
Q9UBJ2
Q53GS7
Q8IZS8
P15391
Q6YP21
P06748
Q8ND90
P17066
O75030
O14625
P01033
P01130
P05108
P09669
P30874
Q8NCD3
Q9Y6X2
Q9UPQ0
P09417
Q02763
Q8WYA6
P51617
Q53TQ3
Q9UHM6
P27815
Q68CZ2
O43283
P21964
O95166
Q86TD4
P43681
P06576
P08519
P60174
Q9P2D7
Q8IWT6
P01374
P40692
P56539
Q07973
Q8IVL0
Q9Y617
P25445
Q8IX12
P07585
P51693
P19338
P41145
O43823
O75306
Q14765
P52948
O60669
P16144
Q02790
Q8N8Q8
Q01118
Q6PUV4
P11362
P02787
P20783
P24530
O43181
Q12908
Q8TAE8
Q14116
P06241
P07359
P22695
Q15424
Q8N0X4
P18507
O60494
Q9BTC0
Q16186
P00338
O14804
P38570
P17936
Q9H598
P31271
Q9NQW5
Q01113
P32302
Q6NZI2
P35354
Q07820
P61296
Q9UHF0
P04053
Q14145
P16615
Q96IX5
O95452
P49821
Q86V86
P55884
P46094
Q8N9F0
P05113
P36955
P09326
P20273
Q04695
Q5JWF2
Q9GZU7
P30086
Q9HCN3
P01008
P01036
O75146
P27987
Q9NZJ4
P49715
Q13315
P01133
Q96G23
P0CG47
P17482
O00408
P04062
Q9NQ30
Q9UBC3
P20061
Q8NFN8
P41212
Q03060
P61019
P01583
P02452
P13647
Q12797
Q7Z7M8
Q15672
Q9H0E2
P15907
P30519
P38936
Q9UEW3
Q6NWY9
P01138
Q92686
P06756
P08138
P48201
Q9H814
P62491
Q16552
Q9NYD6
Q15646
Q9HAP6
P52888
P49959
O75608
P21728
P98164
P05161
Q9P2R3
Q9NSE2
O15205
Q14005
P06396
P51124
Q9H8M2
O95407
Q9UKL0
Q86SQ9
P15813
Q96AB6
O14733
Q92932
Q14832
Q8TD46
Q9GZY8
Q9HAN9
P04439
P18847
Q9Y2R2
Q00532
Q9BS26
Q53QZ3
O15054
P58743
Q9GZV4
P63279
P45844
P61956
Q96TA1
Q07157
P29965
Q96HY7
Q9HBE4
P15090
Q01959
Q01851
P04181
P14625
Q13075
P27348
P22692
P04001
P11226
A2RRH5
Q92973
Q9Y5L3
Q13887
Q9NQZ5
Q9UL18
O95936
P0C0L5
P35613
P15884
P06732
P15918
P40225
P42771
P50052
P26951
P53365
Q99683
P63244
Q8N999
O14727
Q92581
P56524
P07686
P49407
Q9Y2K3
P14735
P49281
Q9UKS7
P53350
P08697
Q8NER1
P12883
Q9Y2X7
Q9UNE7
P05019
Q9NXA8
P03999
Q9Y6K9
P10645
P52333
Q9UBM8
P08758
P13987
Q12841
Q16831
P85037
Q9UKL4
P08670
P07998
Q9P2I0
P28908
P00325
Q9NY46
P30530
Q9UL58
Q6VN20
O75626
P22735
P40926
Q86UK5
P41231
P49326
Q99811
O00178
Q9H7M9
P12814
O96014
Q9UPW8
Q14916
O95678
P49459
P31431
P07492
O15105
P35716
P09496
Q3ZCN5
Q15858
P98179
Q9H4M9
Q9NSA1
P00540
P39900
Q8N6U8
Q9UBN7
Q8WYQ5
Q96RF0
P10451
Q9NRR3
P48547
Q9Y2H6
Q9UNF0
O95390
Q9UK53
P07711
Q9NY97
P23025
P39060
P10997
Q9UBF9
Q07666
Q92797
Q15274
A6NKN8
P62328
Q92574
Q9BY66
P35228
P49585
Q9UHD9
P48681
P25311
P21439
O00213
Q14657
Q8N6Q3
P40197
Q15291
P10301
P49747
Q03111
P23284
P40313
Q9NVF9
P54252
Q9H0R5
Q92847
Q02297
O00744
Q9Y4C0
O95711
P28482
Q01813
O60220
O00154
P08727
O60566
O94812
P26232
Q13753
P56178
Q08050
P04180
Q9P281
O60524
P46379
P18887
Q86X55
Q9BUD6
Q9UBP0
Q14728
Q7Z6A9
O60602
Q9Y6P5
P0DP91
Q8N4S9
Q92583
O15350
P60033
P20908
P43694
P55957
Q8NCW5
Q16655
P01241
P10253
Q16342
Q9C037
Q8TAT6
Q96T60
Q9Y4A8
P19525
Q07687
P34972
P32119
Q9ULZ3
P42081
O14682
P43243
Q96KQ7
P01009
P49711
P12724
Q6UWT2
Q15651
P46459
Q14690
Q16555
P58400
Q05516
Q96BY7
Q8IX03
O00764
P16112
P56706
P40855
Q6UXU4
P17658
O43316
Q9ULM6
O95866
Q8N137
Q9GZU1
P78552
P18428
Q8IVB4
Q9UNU6
P00441
A4D1E9
P04198
Q13296
Q9P2K6
P84077
P02749
P15941
Q14213
Q92911
Q8TEC5
Q15052
Q9Y397
Q9UJ70
Q6X4W1
P01344
O15265
Q8WTV0
O43291
P53985
Q9H5L6
O95467
P30542
P27694
Q14534
Q9NZH6
Q01344
P14138
P33527
P12830
O75888
P23760
Q6UXN8
P62330
P36956
Q99250
P07339
P27482
O14957
P38432
P49247
P27708
Q96RI1
P06850
P29033
P20585
P42858
P21462
P22004
Q13541
Q12860
Q14527
P09601
Q8IXI1
P16104
P18124
P14920
Q9NVN3
P22680
P28329
Q96A46
Q9NWB1
P39905
P20700
P20916
P78318
Q96RY7
Q5T5P2
Q8N7H5
O14931
Q15139
P62851
Q9NR28
Q8WVC0
Q9Y646
Q9H204
Q9UMX6
P19320
Q96EB6
O60469
Q9Y5I7
Q99616
P49913
P04150
Q96DU3
Q96CV9
Q9NY47
Q9GZV9
P07195
Q86YM7
P02753
P24941
Q96PN6
Q96CW1
P02775
P61088
Q8N684
Q96FT9
P01563
Q8N726
P55145
Q9Y251
P07437
P09486
P19087
Q13936
Q06455
P41134
Q9Y6D5
Q05586
Q8TDQ1
P01258
P63172
P23469
O15055
P50750
O14508
Q9UKX5
O14776
Q15631
O14757
Q04724
P42658
Q6Q788
P18146
O95631
P01584
P18859
P26447
P45379
Q9UBU8
P62942
Q01130
P35225
Q9HCE5
P23588
Q9NRM0
Q15382
Q14209
P15121
Q9UBL3
O95471
P05771
P11831
P21359
P43220
Q8NB12
P43304
Q8NDI1
O14561
Q9NUD9
Q15043
Q16849
Q13617
P33897
P67870
O14879
P28472
Q9P2W7
Q03135
P68133
Q8NB78
Q13158
Q9P289
Q9BYX4
Q8IXB1
Q9NUM4
Q9P0U3
Q96EV8
Q9Y6A5
Q9H8N7
Q6XR72
P40200
Q05086
P12956
Q7Z698
P17031
P46060
Q8N8X9
Q68DE3
P25106
Q92993
P28907
P80723
Q8NHW4
Q13409
Q9NRA0
O60828
P09237
O94822
Q16795
Q5T0N1
Q9P1Z2
P56211
P61978
Q08722
O43914
Q9Y600
Q13237
P60880
O60678
P30990
Q5VVQ6
P80511
P17542
Q9BQ08
P81172
Q86WV6
O76074
P14618
Q96PE3
O15075
P30559
P01579
P25391
Q03405
P23142
O60870
Q9UD71
P12821
P30626
Q14457
P29120
Q9P104
P47869
Q6PJF5
P00451
Q8IUM7
Q13009
Q9NX14
Q92835
Q8NFF2
Q9GZZ0
P36542
P16410
Q16676
Q15080
P02776
P52701
P07203
O60462
P19532
Q9BX51
Q5JUK2
Q9NYY3
Q8N5V2
P21854
P41180
Q16143
P56556
Q969P5
Q9UIF7
P22466
Q9NPD5
P13591
P23443
P24821
Q03181
P02745
P11926
P11229
P63092
P17813
P28222
O95470
Q9Y698
Q8N1N0
Q6P3W6
Q9BPW5
Q9BQB4
P42167
Q86VP1
P49810
O15061
P36402
O15399
Q8TBX8
Q9UL49
Q13952
Q93045
P52756
P30740
Q92831
P24593
O95932
P48736
Q13247
P22083
P20809
P35913
Q96MV8
Q14865
P15954
O00750
P46095
O43683
P49146
P16278
Q13098
Q16850
P11498
Q9NVH0
A6NGN9
Q9UDY4
Q9NTI2
P04275
Q8WVC6
Q9UI33
O00716
Q9HAY6
Q9UBN4
Q96DH6
P55072
O43301
Q9Y328
Q9BZV2
O15123
Q99685
P16871
Q9Y6K1
P08134
Q02161
Q99748
O43663
P06733
Q8NEZ4
Q13547
P80098
P01148
Q02410
P28065
P00738
P63167
Q9Y5A7
P20941
Q96BR1
Q2Q1W2
O15524
P40933
P07996
P27824
Q8N3U4
P48728
Q99707
Q9HBE5
Q15166
Q8NHJ6
Q12778
Q96IR7
O75489
P63096
P35869
Q6X4U4
P63302
P15529
Q9BZW8
P30536
P25208
Q96RJ3
Q02548
O00429
P20226
Q16512
Q13946
Q86UX7
Q13002
Q9UBX1
P58340
P41217
Q96Q04
P10082
Q68CQ4
P26842
P63027
P0DN78
P05549
Q9H3P7
P49238
P09917
Q99816
O60760
O75469
Q9Y6A2
P12104
Q9UHD2
P05121
Q9NR96
Q14563
P18827
P32246
Q96TA2
P80075
P08887
P23560
P00326
P10145
Q15306
Q92520
P48539
O60603
Q9NPI1
Q92681
P08246
P17947
Q8TED1
Q6EBC2
P03950
P11169
P00747
O95298
Q07325
O43422
Q99592
Q9Y4D2
P25705
Q02413
O75190
P19237
O75558
P10721
P78317
P06307
P00519
P48066
Q92959
Q02809
Q8IWB1
P55210
Q92793
Q9NS69
P45381
Q8N806
Q92954
P31689
P0DMV8
Q9UL51
O00622
Q5VYX0
Q15811
O95522
Q9Y297
Q9BYW2
O14525
Q9Y4K3
Q15366
O95197
P28845
P84074
Q8IZI9
P09630
P02724
Q9Y4P1
Q96C10
Q9UK99
P28223
Q9Y6N6
Q9UBK2
P40337
Q9H4B6
O75947
Q15464
P04040
Q6UXA7
P41250
Q8TAX7
Q08170
P07766
P48047
Q13875
Q9NRP7
O00519
P51858
Q16513
P04626
P32298
O43157
P78412
P09913
Q9H7Z6
P61769
Q969T4
P35611
Q9H008
Q9GZX7
P00749
Q9Y3M2
P19099
Q9Y6F6
O95622
Q14201
P05413
P0C0P6
P51587
P28562
P52788
P48357
P41273
P41587
Q12888
P17096
P12036
P33681
P29317
Q9NVJ2
P26367
P55087
Q13761
Q03933
P15498
P06280
Q15365
P46531
O95180
P21730
Q9NS61
Q8IXH7
Q9NUP9
Q96KF2
Q8WXG1
Q9UQF0
P00734
Q16775
P49189
Q9Y5U5
Q04837
P28799
Q15819
Q9Y4X5
Q9C0C7
Q9BX67
P10636
Q5ZPR3
Q9HBA0
P02458
Q9UK22
Q05329
Q8N884
P48147
P11245
Q9H422
Q9HC73
Q92558
Q9UBB4
Q9UGL1
Q13554
O43315
P42336
P14416
P06401
P22303
Q96QK1
P41221
O95863
Q15843
P12544
P78371
Q12837
Q9Y4H2
P22894
Q8NEJ9
Q13131
Q9H2R5
P01185
P62826
Q96PG8
P14854
Q9ULB1
Q6UUV9
P01116
Q8NFU5
P35968
O75251
P25929
Q9H6I2
Q99081
P47756
Q155Q3
P62841
Q99643
P42574
P05305
O15554
Q96HF1
P11488
P39748
O76082
O43236
P21917
Q9UPX8
P06213
Q02218
Q9BQE4
Q14653
O75610
Q9UJY1
P24592
P01236
P43235
Q7Z3T8
O15047
Q9UBB5
Q9BQY4
P50570
O43189
Q9UL17
P62140
Q7Z406
Q9NQG6
P02790
P61026
P27361
P78395
P21980
P41279
Q9C040
Q9HA38
Q13705
Q93073
P05412
P30825
Q01196
P21796
P51681
Q13562
Q16698
Q96RP3
Q16572
P08174
O60674
Q9ULH0
P53634
Q9UBF8
P23468
P05204
O60356
P10747
P07602
Q16236
Q9NNX6
P08908
O43399
P28289
Q13255
P37268
Q5T442
Q9UHC6
Q04759
Q96LB4
O75473
P50148
P11836
Q9BZL4
P61254
P14679
Q9Y5C1
Q9UQR1
P09681
Q01082
Q9Y4K0
Q71RH2
P19367
P34932
Q9UGP4
Q96BS2
Q9P2R6
P13236
P01023
P29459
A7KAX9
Q14161
P20807
P17302
P03956
P24864
O14744
P16070
P19235
Q9H4A6
Q562E7
Q9UI09
O00400
P16471
P69892
O75381
P30876
Q9H2X9
O43280
O95670
Q99719
Q9BZM3
P20963
Q9UH73
Q12866
Q15399
Q08499
Q15583
Q96JT2
P55265
P07858
P25963
Q99697
P08922
Q13976
P42898
O15379
P49418
Q14573
P80188
P35568
Q99969
Q86Y39
Q9BQA5
Q9UHP7
P17987
Q9UJW0
Q7KZI7
Q96KJ9
P04908
O95163
Q07343
Q7Z2E3
Q6RW13
P48775
P32248
O60391
Q12864
Q16637
Q6VY07
Q1KMD3
P10914
P51575
Q96G97
P17948
Q96QA5
P49662
P26012
Q07011
P13640
P46013
Q96RL7
P63208
Q9Y2M0
Q86U44
P12277
O43173
P24298
Q13418
Q14674
P51684
P17480
P02511
Q16719
Q15116
O43353
Q15700
P62993
Q8N4H5
Q9NPP4
O15234
Q6A162
P28288
O75874
Q6UXN2
P14136
Q9BXN2
Q13641
Q9UII2
Q9NVS9
P04201
O60936
Q96KN1
P14222
P00797
Q13336
Q96K76
P12931
O00161
P01909
Q12772
P32971
P35222
P45985
Q9UHH9
O75581
P00488
Q8TCG2
Q9Y2J0
P14868
Q15759
Q9Y3D6
O96024
Q9P0K9
Q96H15
P11308
Q9UKV8
Q9H3D4
P41235
Q9NR97
O43464
A1A4Y4
Q9UHV2
Q15031
Q96BY6
Q12879
P49815
P50897
Q9P246
P78537
P20396
P30989
A0A1B0GVV1
Q9UQB8
Q16602
P55809
P01111
Q9C0K0
P08514
O43187
Q30201
P05120
P00750
Q8IUH5
Q14194
P18031
P08700
P48509
P31751
Q2MJR0
Q92482
Q99062
Q9UGH3
O15439
Q08493
P31314
O43566
Q01581
P37275
P03971
Q15485
O75400
Q16773
P12318
Q96AA3
O95886
P47898
P32243
P31930
O15018
Q13522
Q6ZNR0
Q9BZM5
P07204
Q969Q1
P11166
Q13948
P12955
O43557
Q9UQL6
O95257
O60346
O15530
P08913
P07355
P52435
